Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-17,1515.969970703125,1523.780029296875,1505.0,1516.239990234375,999500,0,0
2020-08-18,1526.1199951171875,1557.3699951171875,1521.6700439453125,1555.780029296875,1418900,0,0
2020-08-19,1552.489990234375,1568.8599853515625,1540.0,1544.6099853515625,1523600,0,0
2020-08-20,1539.969970703125,1580.1700439453125,1534.4599609375,1576.25,1319100,0,0
2020-08-21,1571.800048828125,1591.8800048828125,1562.31005859375,1575.5699462890625,1741900,0,0
2020-08-24,1592.469970703125,1608.780029296875,1575.0400390625,1585.1500244140625,1281900,0,0
2020-08-25,1580.0999755859375,1608.8800048828125,1577.8800048828125,1605.8499755859375,1257500,0,0
2020-08-26,1606.300048828125,1652.7900390625,1600.97998046875,1644.1300048828125,2609400,0,0
2020-08-27,1646.6099853515625,1647.989990234375,1618.81005859375,1628.52001953125,1567500,0,0
2020-08-28,1629.469970703125,1641.3499755859375,1625.6099853515625,1639.4300537109375,1120900,0,0
2020-08-31,1643.5699462890625,1644.5,1625.3299560546875,1629.530029296875,1321100,0,0
2020-09-01,1632.1600341796875,1659.219970703125,1629.530029296875,1655.0799560546875,1133800,0,0
2020-09-02,1668.010009765625,1726.0999755859375,1660.18994140625,1717.3900146484375,2476100,0,0
2020-09-03,1699.52001953125,1700.0,1607.7099609375,1629.510009765625,3186300,0,0
2020-09-04,1609.0,1634.989990234375,1537.969970703125,1581.2099609375,2792500,0,0
2020-09-08,1525.0,1555.550048828125,1516.5,1523.5999755859375,2701600,0,0
2020-09-09,1548.9000244140625,1558.719970703125,1525.1700439453125,1547.22998046875,1962100,0,0
2020-09-10,1550.1800537109375,1573.6600341796875,1520.0,1526.050048828125,1651200,0,0
2020-09-11,1528.1500244140625,1538.699951171875,1493.02001953125,1515.760009765625,1535300,0,0
2020-09-14,1531.6500244140625,1557.0,1505.1099853515625,1508.8299560546875,2133000,0,0
2020-09-15,1527.8900146484375,1550.989990234375,1522.0999755859375,1535.1199951171875,1152100,0,0
2020-09-16,1542.47998046875,1554.3699951171875,1511.5899658203125,1512.0899658203125,1106400,0,0
2020-09-17,1485.81005859375,1498.6600341796875,1462.4599609375,1487.0400390625,2000400,0,0
2020-09-18,1488.300048828125,1495.199951171875,1431.6199951171875,1451.0899658203125,3152800,0,0
2020-09-21,1431.6199951171875,1440.06005859375,1402.6800537109375,1430.1400146484375,2845400,0,0
2020-09-22,1450.3199462890625,1463.969970703125,1429.5,1459.8199462890625,1697500,0,0
2020-09-23,1452.0899658203125,1453.0799560546875,1402.6800537109375,1409.3900146484375,1886300,0,0
2020-09-24,1402.6800537109375,1437.989990234375,1402.1500244140625,1422.8599853515625,1727600,0,0
2020-09-25,1425.050048828125,1445.93994140625,1407.6800537109375,1439.06005859375,1516300,0,0
2020-09-28,1471.989990234375,1472.989990234375,1446.280029296875,1458.6600341796875,1539200,0,0
2020-09-29,1463.9100341796875,1472.0,1454.0,1466.02001953125,1590800,0,0
2020-09-30,1460.93994140625,1486.199951171875,1455.760009765625,1465.5999755859375,2045400,0,0
2020-10-01,1483.6600341796875,1495.0699462890625,1476.800048828125,1487.9000244140625,1644200,0,0
2020-10-02,1459.6300048828125,1479.030029296875,1447.3499755859375,1455.5999755859375,1561100,0,0
2020-10-05,1462.6500244140625,1484.699951171875,1460.0899658203125,1482.8299560546875,1080100,0,0
2020-10-06,1475.5,1484.52001953125,1445.010009765625,1451.02001953125,1304800,0,0
2020-10-07,1459.31005859375,1468.969970703125,1433.22998046875,1459.1400146484375,1805400,0,0
2020-10-08,1465.449951171875,1488.030029296875,1465.449951171875,1483.4300537109375,1303800,0,0
2020-10-09,1492.8599853515625,1511.8499755859375,1487.0,1510.449951171875,1648300,0,0
2020-10-12,1538.0,1588.4200439453125,1529.300048828125,1564.5899658203125,2767200,0,0
2020-10-13,1577.010009765625,1585.1600341796875,1558.6300048828125,1567.0699462890625,1953600,0,0
2020-10-14,1574.5999755859375,1583.8499755859375,1545.9000244140625,1563.43994140625,1659200,0,0
2020-10-15,1544.5,1571.4000244140625,1541.1300048828125,1555.469970703125,1560500,0,0
2020-10-16,1561.8299560546875,1577.7099609375,1557.6600341796875,1567.699951171875,1709700,0,0
2020-10-19,1575.9300537109375,1583.9300537109375,1522.9200439453125,1529.949951171875,1486700,0,0
2020-10-20,1523.1099853515625,1573.8399658203125,1520.5,1551.0799560546875,2083500,0,0
2020-10-21,1569.8499755859375,1615.1400146484375,1567.1400146484375,1585.989990234375,3016100,0,0
2020-10-22,1585.0,1613.4200439453125,1577.47998046875,1606.6600341796875,1525600,0,0
2020-10-23,1615.050048828125,1634.1199951171875,1611.9100341796875,1632.97998046875,1527400,0,0
2020-10-26,1615.0,1629.5799560546875,1567.780029296875,1584.2900390625,1791300,0,0
2020-10-27,1588.9300537109375,1602.0,1576.989990234375,1598.8800048828125,1295100,0,0
2020-10-28,1550.010009765625,1553.81005859375,1508.47998046875,1510.800048828125,2258700,0,0
2020-10-29,1517.02001953125,1588.739990234375,1516.550048828125,1556.8800048828125,2770300,0,0
2020-10-30,1667.43994140625,1681.3199462890625,1601.5699462890625,1616.1099853515625,4993900,0,0
2020-11-02,1623.5400390625,1658.239990234375,1614.239990234375,1624.3199462890625,2211400,0,0
2020-11-03,1630.760009765625,1659.0,1612.1099853515625,1645.6600341796875,1571600,0,0
2020-11-04,1705.5799560546875,1770.030029296875,1703.0,1745.8499755859375,3567100,0,0
2020-11-05,1770.449951171875,1791.8199462890625,1741.030029296875,1762.5,1987900,0,0
2020-11-06,1751.3399658203125,1768.5,1736.6800537109375,1759.72998046875,1431100,0,0
2020-11-09,1795.97998046875,1816.8900146484375,1757.550048828125,1761.4200439453125,2672000,0,0
2020-11-10,1729.77001953125,1759.3800048828125,1716.1199951171875,1737.719970703125,2151100,0,0
2020-11-11,1748.4000244140625,1762.9000244140625,1743.06005859375,1747.22998046875,1591900,0,0
2020-11-12,1742.0,1764.97998046875,1737.969970703125,1742.8199462890625,1323700,0,0
2020-11-13,1748.0,1777.1300048828125,1735.97998046875,1772.260009765625,1487200,0,0
2020-11-16,1764.1400146484375,1794.3399658203125,1761.3299560546875,1774.030029296875,1273400,0,0
2020-11-17,1767.8599853515625,1777.1400146484375,1759.489990234375,1761.6600341796875,1065700,0,0
2020-11-18,1756.6400146484375,1765.0,1738.5699462890625,1740.6400146484375,1005400,0,0
2020-11-19,1733.22998046875,1763.489990234375,1730.02001953125,1758.5699462890625,1005300,0,0
2020-11-20,1762.0,1768.3599853515625,1735.0,1736.3800048828125,1384700,0,0
2020-11-23,1740.219970703125,1745.989990234375,1710.1800537109375,1727.56005859375,1126500,0,0
2020-11-24,1727.5,1766.47998046875,1720.72998046875,1763.9000244140625,1399200,0,0
2020-11-25,1767.81005859375,1770.3800048828125,1748.3599853515625,1764.1300048828125,980000,0,0
2020-11-27,1764.5400390625,1797.010009765625,1764.5400390625,1787.02001953125,739500,0,0
2020-11-30,1775.6500244140625,1780.3399658203125,1747.8399658203125,1754.4000244140625,1620900,0,0
2020-12-01,1766.6600341796875,1821.719970703125,1763.030029296875,1795.3599853515625,1868100,0,0
2020-12-02,1795.3599853515625,1832.739990234375,1785.1700439453125,1824.969970703125,1471200,0,0
2020-12-03,1820.5400390625,1843.8299560546875,1817.0,1821.8399658203125,1236400,0,0
2020-12-04,1820.219970703125,1829.5,1813.5899658203125,1823.760009765625,1027200,0,0
2020-12-07,1815.550048828125,1829.2900390625,1803.0400390625,1817.030029296875,1114400,0,0
2020-12-08,1808.52001953125,1815.969970703125,1791.280029296875,1811.3299560546875,996800,0,0
2020-12-09,1810.3599853515625,1828.3699951171875,1762.0,1777.8599853515625,1586400,0,0
2020-12-10,1762.5999755859375,1774.989990234375,1733.530029296875,1767.6500244140625,1434400,0,0
2020-12-11,1760.0,1777.31005859375,1752.739990234375,1774.800048828125,931400,0,0
2020-12-14,1770.719970703125,1789.800048828125,1749.1300048828125,1752.260009765625,1652500,0,0
2020-12-15,1759.8599853515625,1764.0,1741.6700439453125,1761.0799560546875,1068300,0,0
2020-12-16,1769.1099853515625,1769.1099853515625,1749.06005859375,1757.18994140625,1233800,0,0
2020-12-17,1763.9300537109375,1766.7099609375,1731.1500244140625,1740.510009765625,1744000,0,0
2020-12-18,1746.1700439453125,1748.3599853515625,1715.0,1726.219970703125,4262800,0,0
2020-12-21,1709.1300048828125,1737.0,1694.0,1734.56005859375,1698700,0,0
2020-12-22,1729.3299560546875,1732.6099853515625,1705.780029296875,1720.219970703125,1018500,0,0
2020-12-23,1723.9300537109375,1744.1099853515625,1721.199951171875,1728.22998046875,1148700,0,0
2020-12-24,1729.0,1742.4100341796875,1724.3499755859375,1734.1600341796875,465600,0,0
2020-12-28,1744.9100341796875,1787.0,1741.8199462890625,1773.9599609375,1382500,0,0
2020-12-29,1787.22998046875,1788.469970703125,1755.1099853515625,1757.760009765625,986300,0,0
2020-12-30,1765.0,1767.760009765625,1728.0,1736.25,1051300,0,0
2020-12-31,1737.27001953125,1757.5,1736.0899658203125,1752.6400146484375,1052900,0,0
2021-01-04,1760.0,1762.489990234375,1707.1400146484375,1726.1300048828125,1866200,0,0
2021-01-05,1725.0899658203125,1746.8299560546875,1716.9000244140625,1740.050048828125,1018000,0,0
2021-01-06,1700.260009765625,1743.969970703125,1696.0999755859375,1722.8800048828125,2329400,0,0
2021-01-07,1726.760009765625,1777.8199462890625,1726.760009765625,1774.3399658203125,2096800,0,0
2021-01-08,1777.1600341796875,1799.3599853515625,1761.219970703125,1797.8299560546875,1774200,0,0
2021-01-11,1777.02001953125,1784.3800048828125,1752.1400146484375,1756.2900390625,1740600,0,0
2021-01-12,1745.3599853515625,1767.9000244140625,1716.3800048828125,1737.4300537109375,1476400,0,0
2021-01-13,1727.3199462890625,1756.3900146484375,1727.3199462890625,1747.25,1171600,0,0
2021-01-14,1748.8699951171875,1767.550048828125,1726.0699462890625,1730.9200439453125,1460600,0,0
